unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,descriptor_2,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,council_district,police_precinct,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
70097359,2026-08-17T14:13:21.000,2026-08-17T15:03:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,,Sewer,11413.0,148-01 225 STREET,225 STREET,148 AVENUE,149 AVENUE,148 AVENUE,149 AVENUE,ADDRESS,SPRINGFIELD GARDENS,225 STREET,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2026-08-18T00:13:33.000,13 QUEENS,31.0,Unspecified,4137130038.0,QUEENS,1051598.0,179044.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6578550016216,-73.7572658067547,POINT (-73.757265806755 40.657855001622)
70092081,2026-08-17T14:13:19.000,2026-08-17T14:42:57.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,,Street/Sidewalk,11222.0,953 LORIMER STREET,LORIMER STREET,BEDFORD AVENUE,NORMAN AVENUE,BEDFORD AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,LORIMER STREET,,Closed,,"Your complaint has been received but does not fall under the jurisdiction of the New York City Police Department.  Please contact your local precinct for more information, including which City agency your request was referred to. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T14:42:59.000,01 BROOKLYN,33.0,Precinct 94,3026440020.0,BROOKLYN,997484.0,203247.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.72453287099728,-73.95225464200573,POINT (-73.952254642006 40.724532870997)
70101315,2026-08-17T14:13:14.000,,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,,Sidewalk,10302.0,53 VELTMAN AVENUE,VELTMAN AVENUE,HAMLIN PLACE,ORDELL AVENUE,HAMLIN PLACE,ORDELL AVENUE,ADDRESS,STATEN ISLAND,VELTMAN AVENUE,,In Progress,,,,01 STATEN ISLAND,50.0,Precinct 121,5003870001.0,STATEN ISLAND,947194.0,166925.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62476956724435,-74.13349010274943,POINT (-74.133490102749 40.624769567244)
70101197,2026-08-17T14:13:13.000,2026-08-17T16:53:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10024.0,126 WEST 83 STREET,WEST 83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST 83 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T16:53:49.000,07 MANHATTAN,6.0,Precinct 20,1012130042.0,MANHATTAN,991296.0,225250.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.784932600808894,-73.97455652438472,POINT (-73.974556524385 40.784932600809)
70095501,2026-08-17T14:13:13.000,2026-08-17T16:25:13.000,NYPD,New York City Police Department,Traffic,Truck Route Violation,,Street/Sidewalk,11365.0,61-49 188 STREET,188 STREET,HORACE HARDING EXPRESSWAY,64 AVENUE,HORACE HARDING EXPRESSWAY,64 AVENUE,ADDRESS,FRESH MEADOWS,188 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T16:25:17.000,08 QUEENS,23.0,Precinct 107,4071170004.0,QUEENS,1043618.0,208729.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73939025280154,-73.78576536386267,POINT (-73.785765363863 40.739390252802)
70098462,2026-08-17T14:13:09.000,,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,,Street,10465.0,3255 RANDALL AVENUE,RANDALL AVENUE,CLARENCE AVENUE,DEAD END,CLARENCE AVENUE,DEAD END,ADDRESS,BRONX,RANDALL AVENUE,,In Progress,,,,10 BRONX,13.0,Precinct 45,2054810048.0,BRONX,1035490.0,241560.0,ONLINE,Unspecified,BRONX,,,,,,,,40.82955321771877,-73.81484545320286,POINT (-73.814845453203 40.829553217719)
70095010,2026-08-17T14:12:47.000,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Roof Gutters,,1-2 Family Dwelling,10306.0,168 ROMA AVENUE,ROMA AVENUE,GARIBALDI AVENUE,EBBITTS STREET,GARIBALDI AVENUE,EBBITTS STREET,ADDRESS,STATEN ISLAND,ROMA AVENUE,,In Progress,,,,02 STATEN ISLAND,50.0,Precinct 122,5040880012.0,STATEN ISLAND,955501.0,144001.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.56187869059029,-74.10346755195457,POINT (-74.103467551955 40.56187869059)
70093362,2026-08-17T14:12:43.000,2026-08-17T14:27:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11226.0,384 EAST 31 STREET,EAST 31 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST 31 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T14:27:43.000,17 BROOKLYN,45.0,Precinct 67,3049470041.0,BROOKLYN,998788.0,173025.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64157834141693,-73.9476153026576,POINT (-73.947615302658 40.641578341417)
70096147,2026-08-17T14:12:40.000,2026-08-17T16:43:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11235.0,3903 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE Z,VOORHIES AVENUE,AVENUE Z,VOORHIES AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T16:43:12.000,15 BROOKLYN,48.0,Precinct 61,3074750001.0,BROOKLYN,1001028.0,153693.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.58851205300091,-73.93959196262406,POINT (-73.939591962624 40.588512053001)
70093977,2026-08-17T14:12:36.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Trunk Split,,Street,10031.0,WEST 153 STREET,WEST 153 STREET,WEST 153 STREET,AMSTERDAM AVENUE,WEST 153 STREET,AMSTERDAM AVENUE,INTERSECTION,,,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 7 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2026-08-17T15:29:16.000,09 MANHATTAN,7.0,Precinct 30,,MANHATTAN,999769.0,241772.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83027009739812,-73.94392188861518,POINT (-73.943921888615 40.830270097398)
70099159,2026-08-17T14:12:22.000,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,,3+ Family Apt. Building,10304.0,115 WRIGHT STREET,WRIGHT STREET,BOYD STREET,VAN DUZER STREET,BOYD STREET,VAN DUZER STREET,ADDRESS,STATEN ISLAND,WRIGHT STREET,,In Progress,,,,01 STATEN ISLAND,49.0,Precinct 120,5005210076.0,STATEN ISLAND,962094.0,168071.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.62796488907648,-74.07981831773897,POINT (-74.079818317739 40.627964889076)
70092571,2026-08-17T14:12:19.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11413.0,144-28 224 STREET,224 STREET,144 AVENUE,145 AVENUE,144 AVENUE,145 AVENUE,ADDRESS,SPRINGFIELD GARDENS,224 STREET,,In Progress,,,,13 QUEENS,31.0,Unspecified,4134930059.0,QUEENS,1052390.0,181454.0,PHONE,Unspecified,QUEENS,,,,,,,,40.66446383466765,-73.754386957771,POINT (-73.754386957771 40.664463834668)
70101525,2026-08-17T14:12:15.000,,DEP,Department of Environmental Protection,Hazardous Material,Oil Spill Large,,Street,10075.0,242 EAST 79 STREET,EAST 79 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST 79 STREET,,In Progress,,,,08 MANHATTAN,5.0,Precinct 19,1014330029.0,MANHATTAN,996356.0,221214.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7738493662404,-73.95629187339729,POINT (-73.956291873397 40.77384936624)
70096340,2026-08-17T14:12:13.000,2026-08-17T14:32:16.000,NYPD,New York City Police Department,Drinking,In Public,,Park/Playground,11211.0,MASPETH AVENUE,MASPETH AVENUE,MASPETH AVENUE,OLIVE STREET,MASPETH AVENUE,OLIVE STREET,INTERSECTION,,,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T14:32:21.000,01 BROOKLYN,34.0,Precinct 90,,BROOKLYN,1001155.0,200164.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.716064527330985,-73.93901822938871,POINT (-73.939018229389 40.716064527331)
70098329,2026-08-17T14:12:11.000,2026-08-17T14:14:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,11103.0,34-16 ASTORIA BLVD SOUTH,ASTORIA BLVD SOUTH,34 STREET,35 STREET,34 STREET,35 STREET,ADDRESS,ASTORIA,ASTORIA BOULEVARD SOUTH,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T14:14:43.000,01 QUEENS,22.0,Precinct 114,4006320030.0,QUEENS,1007630.0,219667.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76958062747012,-73.91559304356464,POINT (-73.915593043565 40.76958062747)
70097772,2026-08-17T14:12:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,Location Type: Intersection,,10314.0,,,,,NOME AVENUE,RICHMOND AVENUE,INTERSECTION,STATEN ISLAND,,,Open,,,,02 STATEN ISLAND,51.0,Precinct 121,,STATEN ISLAND,938205.0,154531.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.59070847642687,-74.16578740066916,POINT (-74.165787400669 40.590708476427)
70096757,2026-08-17T14:11:53.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,,Vacant Lot,10306.0,206 FINLEY AVENUE,FINLEY AVENUE,EBBITTS STREET,,EBBITTS STREET,,ADDRESS,STATEN ISLAND,FINLEY AVENUE,,In Progress,,,,03 STATEN ISLAND,50.0,Precinct 122,5040700121.0,STATEN ISLAND,954776.0,143838.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.561428907209766,-74.10607611154865,POINT (-74.106076111549 40.56142890721)
70099331,2026-08-17T14:11:50.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING,RESIDENTIAL BUILDING,10307.0,239 MAIN STREET,MAIN STREET,,,,,ADDRESS,STATEN ISLAND,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,03 STATEN ISLAND,51.0,Precinct 123,5080470025.0,STATEN ISLAND,915526.0,124935.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.50932658895026,-74.24714330050907,POINT (-74.247143300509 40.50932658895)
70097893,2026-08-17T14:11:48.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,,RESIDENTIAL BUILDING,10453.0,2170 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,05 BRONX,14.0,Precinct 46,2031950051.0,BRONX,1010244.0,251434.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85676482542745,-73.90603290840414,POINT (-73.906032908404 40.856764825427)
70099349,2026-08-17T14:11:48.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,HOLE OR CRACKED,RESIDENTIAL BUILDING,10453.0,2170 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,05 BRONX,14.0,Precinct 46,2031950051.0,BRONX,1010244.0,251434.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85676482542745,-73.90603290840414,POINT (-73.906032908404 40.856764825427)
70097823,2026-08-17T14:11:48.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,AT WALL OR CEILING,RESIDENTIAL BUILDING,10453.0,2170 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,05 BRONX,14.0,Precinct 46,2031950051.0,BRONX,1010244.0,251434.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85676482542745,-73.90603290840414,POINT (-73.906032908404 40.856764825427)
70095229,2026-08-17T14:11:44.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,BROKEN OR MISSING,RESIDENTIAL BUILDING,10040.0,2 ELLWOOD STREET,ELLWOOD STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,12 MANHATTAN,10.0,Precinct 34,1021710042.0,MANHATTAN,1004253.0,252275.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85908872412456,-73.92768757158264,POINT (-73.927687571583 40.859088724125)
70102124,2026-08-17T14:11:43.000,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO HOT WATER,RESIDENTIAL BUILDING,11216.0,551 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,03 BROOKLYN,36.0,Precinct 79,3018670001.0,BROOKLYN,998212.0,186522.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67862555319979,-73.94966285289861,POINT (-73.949662852899 40.6786255532)
70095247,2026-08-17T14:11:36.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,MULTIPLE ROOMS OR AREAS,RESIDENTIAL BUILDING,11692.0,123 BEACH   56 PLACE,BEACH   56 PLACE,,,,,ADDRESS,ARVERNE,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,14 QUEENS,31.0,Precinct 101,4159260001.0,QUEENS,1043641.0,154738.0,PHONE,Unspecified,QUEENS,,,,,,,,40.59119727052163,-73.78615798703197,POINT (-73.786157987032 40.591197270522)
70095492,2026-08-17T14:11:36.000,2026-08-17T16:36:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11365.0,67-42I 186 LANE,186 LANE,BEND,BEND,BEND,BEND,ADDRESS,FRESH MEADOWS,186 LANE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T16:36:41.000,08 QUEENS,23.0,Precinct 107,4071150002.0,QUEENS,1043529.0,207300.0,ONLINE,Unspecified,QUEENS,SUV,,,,,,,40.73546861007114,-73.78609911878004,POINT (-73.78609911878 40.735468610071)
70092320,2026-08-17T14:11:35.000,,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,WINDOW BROKEN OR BLOCKED,RESIDENTIAL BUILDING,10014.0,240 WEST   10 STREET,WEST   10 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,02 MANHATTAN,3.0,Precinct 6,1006190015.0,MANHATTAN,982697.0,206635.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73384186626859,-74.00560366451603,POINT (-74.005603664516 40.733841866269)
70098060,2026-08-17T14:11:35.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING,RESIDENTIAL BUILDING,10014.0,240 WEST   10 STREET,WEST   10 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,02 MANHATTAN,3.0,Precinct 6,1006190015.0,MANHATTAN,982697.0,206635.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73384186626859,-74.00560366451603,POINT (-74.005603664516 40.733841866269)
70095233,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,TILE BROKEN OR MISSING,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70096657,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70099207,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70099187,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,NO WATER,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70092272,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,MICE,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70093632,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,LOOSE OR DEFECTIVE,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70096501,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,AT WALL OR CEILING,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70100710,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,BROKEN OR MISSING,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70096530,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROACHES,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70095274,2026-08-17T14:11:34.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING,RESIDENTIAL BUILDING,11432.0,172-27 HENLEY ROAD,HENLEY ROAD,,,,,ADDRESS,JAMAICA,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,08 QUEENS,24.0,Precinct 107,4098830080.0,QUEENS,1042210.0,199500.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71406830587671,-73.79092572379713,POINT (-73.790925723797 40.714068305877)
70094585,2026-08-17T14:11:31.000,,DEP,Department of Environmental Protection,Water Maintenance,Fire Hydrant Leaking,,Sidewalk,11372.0,89-05 ROOSEVELT AVENUE,ROOSEVELT AVENUE,89 STREET,CASE STREET,89 STREET,CASE STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,,In Progress,,,,03 QUEENS,21.0,Precinct 115,4014770047.0,QUEENS,1018274.0,211944.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.748348430547,-73.87720498349825,POINT (-73.877204983498 40.748348430547)
