unique_key,created_date,complaint_type,descriptor,status,agency,agency_name,incident_zip,city,borough,street_name,latitude,longitude,location
70102064,2026-08-17T13:55:55.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11233.0,BROOKLYN,BROOKLYN,PACIFIC STREET,40.675352248794255,-73.90742052265036,POINT (-73.90742052265 40.675352248794)
70097822,2026-08-17T13:55:55.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11233.0,BROOKLYN,BROOKLYN,PACIFIC STREET,40.675352248794255,-73.90742052265036,POINT (-73.90742052265 40.675352248794)
70099277,2026-08-17T13:55:55.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,10458.0,BRONX,BRONX,EAST  187 STREET,40.854671533097545,-73.88575660653835,POINT (-73.885756606538 40.854671533098)
70095130,2026-08-17T13:55:55.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11233.0,BROOKLYN,BROOKLYN,PACIFIC STREET,40.675352248794255,-73.90742052265036,POINT (-73.90742052265 40.675352248794)
70102015,2026-08-17T13:55:52.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10462.0,BRONX,BRONX,BARNES AVENUE,40.85601732268384,-73.86381175775772,POINT (-73.863811757758 40.856017322684)
70097870,2026-08-17T13:55:50.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11233.0,BROOKLYN,BROOKLYN,PACIFIC STREET,40.675352248794255,-73.90742052265036,POINT (-73.90742052265 40.675352248794)
70096529,2026-08-17T13:55:50.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11233.0,BROOKLYN,BROOKLYN,PACIFIC STREET,40.675352248794255,-73.90742052265036,POINT (-73.90742052265 40.675352248794)
70097141,2026-08-17T13:55:50.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11372.0,JACKSON HEIGHTS,QUEENS,ROOSEVELT AVENUE,40.74803863153634,-73.88015054426788,POINT (-73.880150544268 40.748038631536)
70097372,2026-08-17T13:55:42.000,Sewer Maintenance,Catch Basin Clogged,In Progress,DEP,Department of Environmental Protection,11236.0,BROOKLYN,BROOKLYN,EAST 93 STREET,40.64358019985258,-73.90593676250539,POINT (-73.905936762505 40.643580199853)
70098100,2026-08-17T13:55:22.000,Sidewalk Condition,Pedestrian Ramp Defective,In Progress,DOT,Department of Transportation,11237.0,BROOKLYN,BROOKLYN,WYCKOFF AVENUE,40.70346665465181,-73.91789123190965,POINT (-73.91789123191 40.703466654652)
70098690,2026-08-17T13:54:59.000,Water Maintenance,Dirty Water,In Progress,DEP,Department of Environmental Protection,11428.0,QUEENS VILLAGE,QUEENS,220 STREET,40.72455170599583,-73.737829404315,POINT (-73.737829404315 40.724551705996)
70098501,2026-08-17T13:54:25.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11221.0,BROOKLYN,BROOKLYN,BROADWAY,40.69295279266525,-73.92810575785663,POINT (-73.928105757857 40.692952792665)
70102032,2026-08-17T13:53:41.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11213.0,BROOKLYN,BROOKLYN,EASTERN PARKWAY,40.66899216781332,-73.93481123570182,POINT (-73.934811235702 40.668992167813)
70095082,2026-08-17T13:53:41.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11213.0,BROOKLYN,BROOKLYN,EASTERN PARKWAY,40.66899216781332,-73.93481123570182,POINT (-73.934811235702 40.668992167813)
70097832,2026-08-17T13:53:23.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10457.0,BRONX,BRONX,EAST  182 STREET,40.84979950662325,-73.88558063093323,POINT (-73.885580630933 40.849799506623)
70101394,2026-08-17T13:53:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,,,BROOKLYN,,,,
70094988,2026-08-17T13:53:00.000,Street Light Condition,Multiple Street Lights Out,Open,DOT,Department of Transportation,10032.0,MANHATTAN,MANHATTAN,J HOOD WRIGHT PARK,40.84536978963485,-73.9405189140908,POINT (-73.940518914091 40.845369789635)
70092004,2026-08-17T13:52:55.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,10312.0,STATEN ISLAND,STATEN ISLAND,DOGWOOD DRIVE,40.5519826192073,-74.1982718644593,POINT (-74.198271864459 40.551982619207)
70095129,2026-08-17T13:52:53.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11412.0,SAINT ALBANS,QUEENS,203 STREET,40.70753405131528,-73.75525261524402,POINT (-73.755252615244 40.707534051315)
70092002,2026-08-17T13:52:51.000,Street Condition,Defective Hardware,In Progress,DOT,Department of Transportation,10312.0,STATEN ISLAND,STATEN ISLAND,DOGWOOD DRIVE,40.5519826192073,-74.1982718644593,POINT (-74.198271864459 40.551982619207)
70097212,2026-08-17T13:52:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,11214.0,BROOKLYN,BROOKLYN,,40.59726736508086,-73.99865686311435,POINT (-73.998656863114 40.597267365081)
70101546,2026-08-17T13:51:58.000,Water Maintenance,Fire Hydrant Defective,In Progress,DEP,Department of Environmental Protection,10456.0,BRONX,BRONX,EAST 166 STREET,40.82938291897504,-73.9121205219494,POINT (-73.912120521949 40.829382918975)
70094416,2026-08-17T13:51:46.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11356.0,QUEENS,QUEENS,121 STREET,,,
70093162,2026-08-17T13:51:42.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,11205.0,BROOKLYN,BROOKLYN,NOSTRAND AVENUE,40.6957514471779,-73.95264669402812,POINT (-73.952646694028 40.695751447178)
70094810,2026-08-17T13:51:02.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,10466.0,BRONX,BRONX,PITMAN AVENUE,40.895627950525416,-73.84988083690934,POINT (-73.849880836909 40.895627950525)
70102087,2026-08-17T13:49:56.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10455.0,BRONX,BRONX,CAULDWELL AVENUE,40.81660434543448,-73.90964819566086,POINT (-73.909648195661 40.816604345434)
70100703,2026-08-17T13:49:45.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11201.0,BROOKLYN,BROOKLYN,COURT STREET,40.68598691657264,-73.99416238121428,POINT (-73.994162381214 40.685986916573)
70098437,2026-08-17T13:49:37.000,Dirty Condition,Dirt or Gravel,In Progress,DSNY,Department of Sanitation,11369.0,EAST ELMHURST,QUEENS,94 STREET,40.76528467102057,-73.87571532161161,POINT (-73.875715321612 40.765284671021)
70100107,2026-08-17T13:49:19.000,Water Maintenance,No Water,In Progress,DEP,Department of Environmental Protection,10474.0,BRONX,BRONX,COSTER STREET,40.80718773773055,-73.88553467848686,POINT (-73.885534678487 40.807187737731)
70097371,2026-08-17T13:48:51.000,Sewer Maintenance,Catch Basin Clogged,In Progress,DEP,Department of Environmental Protection,11238.0,BROOKLYN,BROOKLYN,FRANKLIN AVENUE,40.678180469804346,-73.95526578243992,POINT (-73.95526578244 40.678180469804)
70095123,2026-08-17T13:48:48.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,10458.0,BRONX,BRONX,EAST  187 STREET,40.854671533097545,-73.88575660653835,POINT (-73.885756606538 40.854671533098)
70102004,2026-08-17T13:48:47.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11208.0,BROOKLYN,BROOKLYN,AUTUMN AVENUE,40.67243652715474,-73.86737341358652,POINT (-73.867373413587 40.672436527155)
70102086,2026-08-17T13:48:47.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11208.0,BROOKLYN,BROOKLYN,AUTUMN AVENUE,40.67243652715474,-73.86737341358652,POINT (-73.867373413587 40.672436527155)
70097211,2026-08-17T13:48:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,,,BROOKLYN,,,,
70098684,2026-08-17T13:47:41.000,Water Maintenance,Fire Hydrant Running Full,In Progress,DEP,Department of Environmental Protection,10456.0,,BRONX,EAST 168 STREET,40.835412752838025,-73.91538665464199,POINT (-73.915386654642 40.835412752838)
70098465,2026-08-17T13:47:21.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,10457.0,BRONX,BRONX,EAST 174 STREET,40.84460515019013,-73.9052621688916,POINT (-73.905262168892 40.84460515019)
70101961,2026-08-17T13:47:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11697.0,BREEZY POINT,QUEENS,ROCKAWAY POINT BOULEVARD,40.56022507449108,-73.92288621752685,POINT (-73.922886217527 40.560225074491)
70098470,2026-08-17T13:46:33.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11236.0,BROOKLYN,BROOKLYN,FLATLANDS AVENUE,40.64217787205183,-73.90294437301368,POINT (-73.902944373014 40.642177872052)
70097821,2026-08-17T13:46:16.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,BOSTON ROAD,40.82914486082958,-73.90277283121831,POINT (-73.902772831218 40.82914486083)
70095103,2026-08-17T13:46:16.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,BOSTON ROAD,40.82914486082958,-73.90277283121831,POINT (-73.902772831218 40.82914486083)
70094335,2026-08-17T13:45:50.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11372.0,JACKSON HEIGHTS,QUEENS,ROOSEVELT AVENUE,40.74766896105237,-73.8836772373263,POINT (-73.883677237326 40.747668961052)
70092554,2026-08-17T13:45:43.000,Damaged Tree,Entire Tree Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11210.0,BROOKLYN,BROOKLYN,EAST 35 STREET,40.636965032825366,-73.94325923848007,POINT (-73.94325923848 40.636965032825)
70102108,2026-08-17T13:45:29.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,LENOX ROAD,40.65370873659166,-73.9571274139967,POINT (-73.957127413997 40.653708736592)
70093714,2026-08-17T13:45:29.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,LENOX ROAD,40.65370873659166,-73.9571274139967,POINT (-73.957127413997 40.653708736592)
70092292,2026-08-17T13:45:02.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11239.0,BROOKLYN,BROOKLYN,PENNSYLVANIA AVENUE,40.64899937930429,-73.88306005592133,POINT (-73.883060055921 40.648999379304)
70097831,2026-08-17T13:45:02.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,11239.0,BROOKLYN,BROOKLYN,PENNSYLVANIA AVENUE,40.64899937930429,-73.88306005592133,POINT (-73.883060055921 40.648999379304)
70093697,2026-08-17T13:44:57.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11220.0,BROOKLYN,BROOKLYN,5 AVENUE,40.63817442147631,-74.01753994257062,POINT (-74.017539942571 40.638174421476)
70097373,2026-08-17T13:44:41.000,Sewer Maintenance,Catch Basin Clogged,In Progress,DEP,Department of Environmental Protection,10472.0,,BRONX,WESTCHESTER AVENUE,40.832922043105725,-73.8627243422393,POINT (-73.862724342239 40.832922043106)
70102699,2026-08-17T13:43:30.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,10003.0,NEW YORK,MANHATTAN,3 AVENUE,40.73358325698322,-73.98695610517251,POINT (-73.986956105173 40.733583256983)
70099256,2026-08-17T13:42:45.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,LENOX ROAD,40.65370873659166,-73.9571274139967,POINT (-73.957127413997 40.653708736592)
70100602,2026-08-17T13:42:45.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,LENOX ROAD,40.65370873659166,-73.9571274139967,POINT (-73.957127413997 40.653708736592)
70099248,2026-08-17T13:42:45.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,LENOX ROAD,40.65370873659166,-73.9571274139967,POINT (-73.957127413997 40.653708736592)
70101323,2026-08-17T13:42:21.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10003.0,NEW YORK,MANHATTAN,2 AVENUE,40.72835459469513,-73.98783386936478,POINT (-73.987833869365 40.728354594695)
70100115,2026-08-17T13:42:17.000,Water Maintenance,Dirty Water,In Progress,DEP,Department of Environmental Protection,10312.0,STATEN ISLAND,STATEN ISLAND,RETFORD AVENUE,40.533797364032125,-74.15613086948696,POINT (-74.156130869487 40.533797364032)
70094000,2026-08-17T13:41:57.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11379.0,MIDDLE VILLAGE,QUEENS,79 STREET,40.72218361164637,-73.87809016886483,POINT (-73.878090168865 40.722183611646)
70099531,2026-08-17T13:41:40.000,Damaged Tree,Branch Cracked and Will Fall,In Progress,DPR,Department of Parks and Recreation,11221.0,BROOKLYN,BROOKLYN,BROADWAY,40.6877673712144,-73.91901393612447,POINT (-73.919013936124 40.687767371214)
70093661,2026-08-17T13:41:39.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10014.0,NEW YORK,MANHATTAN,WEST   10 STREET,40.73383088371856,-74.00567582925375,POINT (-74.005675829254 40.733830883719)
70100688,2026-08-17T13:41:39.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10014.0,NEW YORK,MANHATTAN,WEST   10 STREET,40.73383088371856,-74.00567582925375,POINT (-74.005675829254 40.733830883719)
70102047,2026-08-17T13:41:32.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11225.0,BROOKLYN,BROOKLYN,MAPLE STREET,40.66079889972485,-73.95122616815513,POINT (-73.951226168155 40.660798899725)
70095088,2026-08-17T13:41:32.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11225.0,BROOKLYN,BROOKLYN,MAPLE STREET,40.66079889972485,-73.95122616815513,POINT (-73.951226168155 40.660798899725)
70100638,2026-08-17T13:41:14.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11102.0,ASTORIA,QUEENS,21 STREET,40.77156979077409,-73.92647927553604,POINT (-73.926479275536 40.771569790774)
70100646,2026-08-17T13:41:14.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10468.0,BRONX,BRONX,MORRIS AVENUE,40.85838886328308,-73.90174678802464,POINT (-73.901746788025 40.858388863283)
70101539,2026-08-17T13:40:51.000,Water Maintenance,Leak,In Progress,DEP,Department of Environmental Protection,10305.0,STATEN ISLAND,STATEN ISLAND,LINWOOD AVENUE,40.59748522480066,-74.07378995742165,POINT (-74.073789957422 40.597485224801)
70099905,2026-08-17T13:40:40.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11236.0,BROOKLYN,BROOKLYN,DITMAS AVENUE,40.65109602038154,-73.91011739761375,POINT (-73.910117397614 40.651096020382)
70095731,2026-08-17T13:40:06.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10456.0,BRONX,BRONX,COLLEGE AVENUE,40.8338627489671,-73.912721708028,POINT (-73.912721708028 40.833862748967)
70093145,2026-08-17T13:39:25.000,Water Maintenance,Leak,Closed,DEP,Department of Environmental Protection,11236.0,BROOKLYN,BROOKLYN,PAERDEGAT 3 STREET,40.63193533317444,-73.91097904782262,POINT (-73.910979047823 40.631935333174)
70102046,2026-08-17T13:38:32.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10033.0,NEW YORK,MANHATTAN,WEST  180 STREET,40.84769537081459,-73.93205538249164,POINT (-73.932055382492 40.847695370815)
70102102,2026-08-17T13:38:28.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10455.0,BRONX,BRONX,AVENUE ST JOHN,40.81493242826917,-73.90244316439193,POINT (-73.902443164392 40.814932428269)
70095087,2026-08-17T13:38:28.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10455.0,BRONX,BRONX,AVENUE ST JOHN,40.81493242826917,-73.90244316439193,POINT (-73.902443164392 40.814932428269)
70095980,2026-08-17T13:38:20.000,Sewer Maintenance,Flooding on Street,In Progress,DEP,Department of Environmental Protection,11222.0,,BROOKLYN,BAYARD STREET,40.719009537386526,-73.95018068961288,POINT (-73.950180689613 40.719009537387)
70091777,2026-08-17T13:38:03.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,11237.0,,BROOKLYN,KNICKERBOCKER AVENUE,40.70024639259754,-73.92088135260646,POINT (-73.920881352606 40.700246392598)
70095746,2026-08-17T13:38:01.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11426.0,,QUEENS,BRADDOCK AVENUE,40.72666977799194,-73.72914404321274,POINT (-73.729144043213 40.726669777992)
70092985,2026-08-17T13:37:50.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11103.0,QUEENS,QUEENS,45 STREET,,,
70097752,2026-08-17T13:37:26.000,Sidewalk Condition,Sidewalk Violation,In Progress,DOT,Department of Transportation,11205.0,BROOKLYN,BROOKLYN,WASHINGTON AVENUE,40.69301438451649,-73.96682772302894,POINT (-73.966827723029 40.693014384516)
70101941,2026-08-17T13:36:50.000,Sidewalk Condition,Sidewalk Violation,In Progress,DOT,Department of Transportation,11368.0,CORONA,QUEENS,38 AVENUE,40.75158104170528,-73.86203296247673,POINT (-73.862032962477 40.751581041705)
70098956,2026-08-17T13:35:34.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11412.0,SAINT ALBANS,QUEENS,202 STREET,40.70867617463944,-73.7566875890043,POINT (-73.756687589004 40.708676174639)
70098704,2026-08-17T13:35:27.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,10453.0,BRONX,BRONX,WALTON AVENUE,40.85103052283964,-73.90868331324992,POINT (-73.90868331325 40.85103052284)
70101540,2026-08-17T13:34:05.000,Water Maintenance,Leak,Closed,DEP,Department of Environmental Protection,11367.0,FLUSHING,QUEENS,MAIN STREET,40.7381389855122,-73.82494353775654,POINT (-73.824943537757 40.738138985512)
70093000,2026-08-17T13:34:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,,,BROOKLYN,,,,
70100927,2026-08-17T13:33:36.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,10471.0,BRONX,BRONX,FIELDSTON ROAD,40.90841200097965,-73.89991821624324,POINT (-73.899918216243 40.90841200098)
70098500,2026-08-17T13:33:15.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11249.0,BROOKLYN,BROOKLYN,KENT AVENUE,40.71985676295589,-73.96223280387149,POINT (-73.962232803871 40.719856762956)
70097844,2026-08-17T13:32:57.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,LENOX ROAD,40.65391056381976,-73.95380443229466,POINT (-73.953804432295 40.65391056382)
70096261,2026-08-17T13:32:43.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11385.0,,QUEENS,FRESH POND ROAD,40.7126973856682,-73.90059444155973,POINT (-73.90059444156 40.712697385668)
70100113,2026-08-17T13:32:15.000,Water Maintenance,Fire Hydrant Defective,In Progress,DEP,Department of Environmental Protection,10310.0,STATEN ISLAND,STATEN ISLAND,PELTON AVENUE,40.6416322079107,-74.11157973513488,POINT (-74.111579735135 40.641632207911)
70095372,2026-08-17T13:31:58.000,Damaged Tree,Tree Alive - in Poor Condition,In Progress,DPR,Department of Parks and Recreation,11694.0,FAR ROCKAWAY,QUEENS,BEACH 148 STREET,40.57070489049657,-73.86388953888623,POINT (-73.863889538886 40.570704890497)
70099276,2026-08-17T13:31:55.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11385.0,RIDGEWOOD,QUEENS,FAIRVIEW AVENUE,40.70890600779365,-73.90953808284148,POINT (-73.909538082841 40.708906007794)
70102045,2026-08-17T13:31:53.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10030.0,NEW YORK,MANHATTAN,WEST  133 STREET,40.813323754258455,-73.94299328077234,POINT (-73.942993280772 40.813323754258)
70092281,2026-08-17T13:31:53.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10030.0,NEW YORK,MANHATTAN,WEST  133 STREET,40.813323754258455,-73.94299328077234,POINT (-73.942993280772 40.813323754258)
70100660,2026-08-17T13:31:52.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11692.0,ARVERNE,QUEENS,DE COSTA AVENUE,40.59822543257175,-73.7991349616592,POINT (-73.799134961659 40.598225432572)
70099229,2026-08-17T13:31:52.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11692.0,ARVERNE,QUEENS,DE COSTA AVENUE,40.59822543257175,-73.7991349616592,POINT (-73.799134961659 40.598225432572)
70096544,2026-08-17T13:31:52.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11692.0,ARVERNE,QUEENS,DE COSTA AVENUE,40.59822543257175,-73.7991349616592,POINT (-73.799134961659 40.598225432572)
70097156,2026-08-17T13:30:27.000,Dirty Condition,Dog Waste,In Progress,DSNY,Department of Sanitation,11207.0,BROOKLYN,BROOKLYN,JAMAICA AVENUE,40.67963102984994,-73.89430191458975,POINT (-73.89430191459 40.67963102985)
70094566,2026-08-17T13:30:22.000,Water Maintenance,Fire Hydrant Running Full,In Progress,DEP,Department of Environmental Protection,10033.0,NEW YORK,MANHATTAN,WEST 180 STREET,40.848940423338256,-73.93500718030211,POINT (-73.935007180302 40.848940423338)
70099202,2026-08-17T13:29:25.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11205.0,BROOKLYN,BROOKLYN,KENT AVENUE,40.69194958986621,-73.95886977349292,POINT (-73.958869773493 40.691949589866)
70102021,2026-08-17T13:29:06.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10467.0,BRONX,BRONX,DECATUR AVENUE,40.876558757466825,-73.87355105173786,POINT (-73.873551051738 40.876558757467)
70094999,2026-08-17T13:28:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11412.0,SAINT ALBANS,QUEENS,202 STREET,40.70867617463944,-73.7566875890043,POINT (-73.756687589004 40.708676174639)
70094366,2026-08-17T13:27:33.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11236.0,BROOKLYN,BROOKLYN,DITMAS AVENUE,40.649204373558526,-73.91304976070404,POINT (-73.913049760704 40.649204373559)
70100525,2026-08-17T13:27:24.000,Sidewalk Condition,Sidewalk Violation,In Progress,DOT,Department of Transportation,11416.0,OZONE PARK,QUEENS,82 PLACE,40.68517002258207,-73.85855389667415,POINT (-73.858553896674 40.685170022582)
70098703,2026-08-17T13:27:03.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,10463.0,BRONX,BRONX,BROADWAY,40.88117930050996,-73.90319578330761,POINT (-73.903195783308 40.88117930051)
70092302,2026-08-17T13:26:46.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10027.0,NEW YORK,MANHATTAN,AMSTERDAM AVENUE,40.81384269043013,-73.95593685955293,POINT (-73.955936859553 40.81384269043)
70096513,2026-08-17T13:26:46.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10027.0,NEW YORK,MANHATTAN,AMSTERDAM AVENUE,40.81384269043013,-73.95593685955293,POINT (-73.955936859553 40.81384269043)
70100636,2026-08-17T13:26:46.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10027.0,NEW YORK,MANHATTAN,AMSTERDAM AVENUE,40.81384269043013,-73.95593685955293,POINT (-73.955936859553 40.81384269043)
70093716,2026-08-17T13:26:46.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10027.0,NEW YORK,MANHATTAN,AMSTERDAM AVENUE,40.81384269043013,-73.95593685955293,POINT (-73.955936859553 40.81384269043)
70102670,2026-08-17T13:26:10.000,Dirty Condition,Dirt or Gravel,In Progress,DSNY,Department of Sanitation,11223.0,BROOKLYN,BROOKLYN,WEST 8 STREET,40.59472928663968,-73.97914436134818,POINT (-73.979144361348 40.59472928664)
70097826,2026-08-17T13:26:06.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11203.0,BROOKLYN,BROOKLYN,CHURCH AVENUE,40.65109805061132,-73.94349948544463,POINT (-73.943499485445 40.651098050611)
70097862,2026-08-17T13:25:54.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10457.0,BRONX,BRONX,TOPPING AVENUE,40.844106075539486,-73.90582670524574,POINT (-73.905826705246 40.844106075539)
70096578,2026-08-17T13:25:44.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11385.0,RIDGEWOOD,QUEENS,SENECA AVENUE,40.70221475215643,-73.90670518240584,POINT (-73.906705182406 40.702214752156)
70093673,2026-08-17T13:25:44.000,WATER LEAK,DAMP SPOT,Open,HPD,Department of Housing Preservation and Development,11385.0,RIDGEWOOD,QUEENS,SENECA AVENUE,40.70221475215643,-73.90670518240584,POINT (-73.906705182406 40.702214752156)
70101568,2026-08-17T13:25:13.000,Sewer Maintenance,Catch Basin Clogged,In Progress,DEP,Department of Environmental Protection,11422.0,ROSEDALE,QUEENS,147 AVENUE,40.65758344826303,-73.73496416574488,POINT (-73.734964165745 40.657583448263)
70100925,2026-08-17T13:24:59.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,10454.0,,BRONX,EAST 139 STREET,40.80555896354336,-73.91240844065862,POINT (-73.912408440659 40.805558963543)
70094436,2026-08-17T13:24:00.000,Traffic Signal Condition,Veh Signal Lamp,Open,DOT,Department of Transportation,,,QUEENS,,,,
70093424,2026-08-17T13:23:51.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11412.0,SAINT ALBANS,QUEENS,202 STREET,40.70867617463944,-73.7566875890043,POINT (-73.756687589004 40.708676174639)
70096791,2026-08-17T13:23:47.000,Damaged Tree,Entire Tree Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11222.0,BROOKLYN,BROOKLYN,JAVA STREET,40.73203879533227,-73.94993641629233,POINT (-73.949936416292 40.732038795332)
70098510,2026-08-17T13:23:19.000,Illegal Dumping,Chronic Dumping,In Progress,DSNY,Department of Sanitation,11429.0,,QUEENS,JAMAICA AVENUE,40.718501839602936,-73.73525943158317,POINT (-73.735259431583 40.718501839603)
70101573,2026-08-17T13:22:35.000,Sewer Maintenance,Catch Basin Clogged,In Progress,DEP,Department of Environmental Protection,10022.0,,MANHATTAN,EAST 57 STREET,40.7616096551409,-73.97074988778279,POINT (-73.970749887783 40.761609655141)
